id,title,original_title,description,v_picture,h_picture,premiere_date,rating_avg,rate_imdb,rate_kinopoisk,duration_minutes,age_limit,view_count,genres,actors,directors,countries,categories,favorite_for,need_to_see,trailer_link
149,Легенда №17,,После серьезного ДТП хоккеист хочет вернуться на лед ради важной игры. Вдохновляющая драма о Валерии Харламове,images/movies/_29_11zon.webp,images/movies/легенда_17_горизонт_30.webp,2012-01-01,0.0,7.4,8.0,134,6,2,"14,9","980,983,984,985,979,976,977,982,978,981",141,2,1,,,https://youtube.com/embed/BRWyTgdWKZY
119,Области тьмы,Limitless,"Чудодейственные таблетки выводят писателя из кризиса. Триллер о том, что сверхсила не обходится без побочек",images/movies/области_тьмы_вертикаль.webp,images/movies/область_тьмы_горизонталь.webp,2011-01-01,0.0,7.4,8.0,105,18,10,"11,9,4","745,741,749,746,750,742,748,747,743,744",117,1,1,,,https://youtube.com/embed/eU0Z_rsZiws
67,Последняя дуэль,The Last Duel,"Франция, конец XIV века. Отношения между рыцарем Жаном де Карружем и его соратником и соседом Жаком Ле Гри постепенно портятся, и дело доходит до неразрешимого конфликта. Оскорблённый Карруж обращается за помощью к королю Франции Карлу VI, и тот постановляет — противники должны решить спор в смертельной дуэли.",images/movies/Последняя_дуэль_горизонтальная.webp,images/movies/Последняя_дуэль_горизонтальная_AmefEWi.webp,2021-01-01,0.0,7.4,7.4,152,18,7,"16,9","433,105,434,368,435",9,"6,1",1,,,https://www.youtube.com/embed/ec6LiX36M-c?si=7lMTgyHPyKp6OlZt
138,Чудо-женщина,Wonder Woman,"Перед тем как стать Чудо-женщиной, она была Дианой — принцессой амазонок, обученной быть непобедимой воительницей. И когда на берегах ограждённого от внешнего мира её родного острова терпит крушение американский пилот и рассказывает о масштабном конфликте, бушующем во внешнем мире, Диана покидает дом, чтобы противостоять злу. Сражаясь бок о бок с человеком в войне за мир, Диана обнаружит всю полноту своей власти и своё истинное предназначение.",images/movies/чудо-женщина_вертикаль_19.webp,images/movies/чудо_женщина_горизонталь_17.webp,2017-01-01,0.0,7.4,6.8,141,16,4,"6,5,4","890,894,893,437,891,898,892,895,897,896",132,"23,1",1,,,https://youtube.com/embed/GE4GT52MJuM
110,28 дней спустя,28 Days Later...,"Группа «зеленых» экстремистов вторгается в центр исследования приматов и выпускает из секретной научной лаборатории обезьяну, зараженную вирусом неудержимой агрессии. Смертельный вирус, передающийся через кровь за считанные секунды, приводит к мгновенному заражению и, соприкоснувшись с любым живым существом, превращает его в кровожадного монстра.
28 дней спустя вся Великобритания охвачена страшной эпидемией: многие эвакуируются, другие ищут безопасные места в надежде спастись. Те, кому посчастливилось не заразиться, вместе с группой военных прячутся в заброшенном доме.",images/movies/28_недель_спустя_вертикаль.webp,images/movies/28_дней_спустя_горизонталь.webp,2002-01-01,0.0,7.5,7.5,113,16,5,"11,10,9,4","419,663,468,659,661,658,657,660,664,662",106,6,1,,,https://youtube.com/embed/IjX1_5Olsm4
87,5 сантиметров в секунду,5 Centimeters Per Second,"Такаки Тоно и Акари Синохара, два очень близких друга и одноклассника, вынуждены расстаться, когда семья Акари переезжает в маленький город Ивафуне в префектуре Тотиги из-за работы её семьи. Несмотря на разлуку, они продолжают поддерживать связь по почте. Когда Такаки узнает, что его семья переезжает на остров Танэгасима, он решает встретиться с Акари в последний раз.
Проходят годы, они продолжают свой собственный путь, их расстояние постепенно увеличивается и их контакт друг с другом исчезает. Тем не менее, они продолжают вспоминать друг друга и время, которое они проводили вместе, гадая, будет ли у них возможность встретиться вновь.",images/movies/5_сантиметров_в_секунду_вертикальная.webp,images/movies/5_сантиметров_в_секунду_горизонтальная.webp,2007-03-03,0.0,7.5,7.9,63,12,14,"15,9,3,2","511,513,510,514,512",27,7,1,58ed4fc8-ac3e-48b0-a3d1-f2a08b5156ae,,https://youtube.com/embed/OlvKPUo9YBU
120,Адвокат дьявола,The Devil's Advocate,"В Нью-Йорк по приглашению главы крупного юридического концерна прибывает Кевин Ломакс, молодой адвокат. До этого он был известен тем, что защищал исключительно негодяев и притом не проиграл ни одного процесса. На новом месте работы он вполне счастлив, он живет в роскошной квартире с любящей женой, его окружают интересные люди.",images/movies/адвокат_дьявола_вертикаль.webp,images/movies/адвокат_дьявола_горизонталь.webp,1997-01-01,0.0,7.5,8.2,144,16,14,"12,11,9,5","751,757,752,753,115,437,754,756,755,35",118,"12,1",1,,,https://youtube.com/embed/q-g5otfoi0w
55,Как трусливый Роберт Форд убил Джесси Джеймса,The Assassination of Jesse James by the Coward Robert Ford,"Фильм рассказывает о долгом пути коварного убийцы Джесси Джеймса, Роберта Форда, и его комплексных отношениях с самим Джеймсом. В центре сюжета лежит сложная драма и психология персонажей.",images/movies/Как_трусливый_Роберт_Форд_убил_Джесси_Джеймса_Вертикальная.webp,images/movies/Как_трусливый_Роберт_Форд_убил_Джесси_Джеймса_Горизонтальная.webp,2007-09-02,0.0,7.5,7.1,160,16,10,"17,14,13,9","135,382,380,381,171",61,"6,8,1",1,92fb7fa2-b4a1-4ccb-a15a-e459a7b4e13c,124dc59c-3133-45a2-99c6-820543bee419,https://www.youtube.com/embed/uJHansmGSCw?si=jL9EWWoipQjsw66R
128,Переводчик,The Covenant,"Ахмед спас Джона от смерти, и теперь тот должен вернуть долг. Гай Ричи как никогда серьезен — и как всегда крут",images/movies/96dbcd89d999760_original_11zon.webp,images/movies/80c35449-54fb-507a-9fab-a3933602892c_11zon.webp,2022-01-01,0.0,7.5,7.9,123,18,64,"16,11,9,6","817,815,391,820,816,823,822,821,819,818",83,"6,3,1",1,"b982c079-49b8-4c71-bb65-2a4edfd7fa45,124dc59c-3133-45a2-99c6-820543bee419",,https://youtube.com/embed/rybU9w_CmQ8
88,D: Жажда крови,Vampire Hunter D,"Далёкое будущее. Когда-то вампиры правили миром и сейчас, почти на грани истребления, они все ещё наводят на людей ужас. Состоятельная семья похищенной вампиром девушки нанимает полувампира по имени Ди, чтобы тот вернул её живой или убил, если спасти будет слишком поздно. Чтобы увеличить шансы на спасение, они также наняли до зубов вооружённую группу охотников на вампиров.",images/movies/D_Жажда_крови_вертикальная.webp,images/movies/D_Жажда_крови_горизонтальная.webp,2000-08-25,0.0,7.6,7.8,102,16,9,"3,4,5,6,15","516,517,518,515,519",86,"1,7",1,,,https://youtube.com/embed/XirFUvnoiJU
130,Ван Хельсинг,Van Helsing,"Глубоко в Карпатах лежит таинственная страна Трансильвания — мир, в котором зло встречается на каждом шагу, мир, в котором опасность оживает с заходом солнца, и где монстры, живущие в глубине человеческих кошмаров, обретают форму. В этот мир попадает легендарный охотник на чудовищ Ван Хельсинг.
В своей непрерывной битве против сил зла и за освобождение мира от порождений ада Ван Хельсинг, по заданию секретного общества, отправляется в Трансильванию, чтобы скрестить оружие со смертельно опасным, наделённым неведомой силой графом Дракулой. На помощь ему внезапно приходит бесстрашная Анна Валери, поставившая целью избавить свою семью от векового проклятья, наложенного убитым вампиром",images/movies/_3_11zon.webp,images/movies/ван_хельсинг_горизонт_4.webp,2004-01-01,0.0,7.6,6.0,131,12,4,"11,7,6,5","834,829,831,833,827,828,835,832,758,830",123,"1,24",1,,,https://youtube.com/embed/aMJ5rZ5cjI8
94,Голый пистолет,The Naked Gun: From the Files of Police Squad!,"Самый некомпетентный полицейский, лейтенант Фрэнк Дребин, должен в одиночку противостоять международному заговору, цель которого — погубить королеву Елизавету II. Ко всеобщему удивлению и радости глупейший из глупых лейтенант Дребин разберётся со всеми врагами Её Величества так лихо, как не снилось и знаменитому агенту 007.",images/movies/Голый_пистолет_вертикальная.webp,images/movies/Голый_пистолет_горизонтальная.webp,1988-12-02,0.0,7.6,7.4,85,16,35,"13,12,1","544,541,545,542,543",95,1,1,1b8fd4c0-f30f-4dcd-952b-000431d86e0a,,https://youtube.com/embed/DYoLtOP4R4g
108,Добро пожаловать в Zombilend,Zombieland,Только зомби-апокалипсис может заставить социофоба найти друзей. Комедия с уморительным камео Билла Мюррея,images/movies/зомбиленд_вертикаль.webp,images/movies/добро_пожаловать_в_зомбиленд_горизонт.webp,2009-01-01,0.0,7.6,7.4,84,18,3,"10,6,1","641,639,643,645,471,644,646,640,642,1",105,1,1,1b8fd4c0-f30f-4dcd-952b-000431d86e0a,,https://youtube.com/embed/CPm93S5XOlI
52,Железная хватка,True Grit,"В этом фильме рассказывается история 14-летней девочки, стареющего судебного пристава Рустера Когберна и ещё одного законника. Вместе они идут по следам убийцы отца девочки, которые ведут во враждебную индейскую территорию.",images/movies/Железная_хватка_Вертикальная.webp,images/movies/Железная_хватка_Горизонтальная.webp,2010-12-22,0.0,7.6,7.6,110,18,19,"17,9,7","172,366,46,368,3","58,57",1,1,,124dc59c-3133-45a2-99c6-820543bee419,https://youtube.com/embed/Lbc68s_UVrg
112,Пила,Saw,"Два незнакомца просыпаются в подвале, где лежит человек с простреленной головой и пистолетом в руке. Они прикованы к стенам цепями и не помнят, как тут оказались. Голос с найденной плёнки велит одному из них выбрать — убить товарища по несчастью или дать умереть своим жене и дочери. Так начинается жестокая игра, у невольных участников которой есть всего лишь 7 часов.",images/movies/пила_вертикаль.webp,images/movies/пила_горизонталь.webp,2004-01-01,0.0,7.6,7.8,103,18,6,"12,11,10","682,678,676,679,675,61,680,677,400,681",12,1,1,,,https://youtube.com/embed/lQGkfATfMVg
13,Поезд в Пусан,Busanhaeng,"У маленькой Су-ан день рождения. Девочка живет с отцом в Сеуле и очень хочет отправиться к маме в Пусан. По дороге случается непредвиденное, и на страну обрушивается загадочный вирус. Пассажирам поезда в Пусан — единственного города, отразившего атаки вируса — придется бороться за выживание. 442 километра в пути. Добро пожаловать на борт и помните — в этой гонке недостаточно выжить, чтобы остаться человеком.",images/movies/поезд_в_пусан_вертикаль.webp,images/movies/поезд_в_пусан_горизонталь.webp,2016-01-01,0.0,7.6,7.2,118,18,19,"10,6","83,86,81,80,77,78,85,79,84,82",14,10,1,,,https://youtube.com/embed/58r-Rq_TuEI
101,Шерлок Холмс,Sherlock Holmes,"Величайший в истории сыщик Шерлок Холмс вместе со своим верным соратником Ватсоном вступают в схватку, требующую нешуточной физической и умственной подготовки, ведь их враг представляет угрозу для всего Лондона.",images/movies/шерлок_вертикаль.webp,images/movies/шерлок_холмс_горизонталь.webp,2009-01-01,0.0,7.6,8.1,128,12,12,"1,6,7,9,11,12,13","584,332,585,580,547,582,579,586,587,583",83,"11,6,12,1",1,"1b8fd4c0-f30f-4dcd-952b-000431d86e0a,124dc59c-3133-45a2-99c6-820543bee419",,https://youtube.com/embed/QFq-FJmYFaI
57,Горбатая гора,Brokeback Mountain,"На фоне живописных просторов штата Вайоминг разворачивается история сложных взаимоотношений двух молодых людей – помощника владельца ранчо и ковбоя родео. Герои случайно встречаются и скоро понимают, что не могут жить друг без друга. Однако судьба упрямо испытывает их на прочность.",images/movies/Горбатая_гора_вертикальная.webp,images/movies/Горбатая_гора_горизонтальная.webp,2005-09-05,0.0,7.7,7.6,134,16,14,"17,9,2","391,129,392,390,29",62,"8,1",1,,,https://www.youtube.com/embed/bjj6ad5EpzY?si=wXDDkfGdKg9ZdToY
29,"Девочка, покорившая время",The Girl Who Leapt Through Time,"17-летняя Макото Конно не слишком хорошо учится, часто опаздывает и не знает, кем хочет стать после окончания школы. По вечерам она играет с друзьями в бейсбол, каждое утро вскакивает на велосипед и торопится в школу. Но внезапно в её привычной размеренной жизни случается странное событие, после чего Макото обретает способность перемещаться во времени.",images/movies/Девочка_покорившая_время_вертикальная.webp,images/movies/Девочка_покорившая_время_горизонтальная.webp,2006-01-01,0.0,7.7,8.0,98,12,34,"1,2,3,4,9,15","213,214,212,210,211",29,7,1,1b8fd4c0-f30f-4dcd-952b-000431d86e0a,,https://youtube.com/embed/4-nVlEiezgk
132,Зверогонщики,Rally Road Racers,"Жи участвует в сложнейшем ралли, чтобы спасти свою деревню. Драйвовый мультфильм для поклонников «Тачек»",images/movies/зверогонщик_вертикаль_17.webp,images/movies/зверогонщики_горизонт_18.webp,2023-01-01,0.0,7.7,5.2,93,6,6,"3,1","849,845,846,850,851,852,848,847",125,"6,25,1",1,5018f760-a526-42ff-bf8e-47d439a48790,c8850036-31f8-4063-8a21-5ee4764ccb8b,https://youtube.com/embed/V1BlZNmagVg
95,Зодиак,Zodiac,"4 июля 1969 года неизвестный расстреливает влюблённую парочку на окраине города Вальехо в штате Калифорния. Месяц спустя в издательства крупных газет начинают приходить зашифрованные письма, в которых убийца, называющий себя Зодиаком, угрожает убить ещё 12 человек, если текст письма, содержащий тайну его личности, не будет опубликован на передовице. Помимо полицейских из разных штатов к расследованию подключаются матёрый репортёр San Francisco Chronicle Пол Эйвери и молодой карикатурист Роберт Грейсмит, работающий в той же газете. Вскоре убийца наносит новый удар.",images/movies/Зодиак_вертикальная.webp,images/movies/Зодиак_горизонтальная.webp,2007-02-02,0.0,7.7,7.3,158,18,8,"13,12,11,9","391,324,547,548,546",20,1,1,,,https://youtube.com/embed/kgKX4zk83uk
141,По половому признаку,On the Basis of Sex,"Фильм рассказывает о молодом адвокате Рут Бадер Гинзбург и её борьбе за равные права мужчин и женщин. Героиня преодолевает все трудности на пути, чтобы стать верховным судьёй США.",images/movies/по_половому_признаку_вертикаль_43.webp,images/movies/по_половому_признаку_горизонталь_44.webp,2018-01-01,0.0,7.7,7.1,120,18,1,"14,9","406,922,916,919,918,921,320,920,917,464",134,"8,23,1",1,,,https://youtube.com/embed/GjZvL6EnxQs
54,Поезд на Юму,3:10 to Yuma,"Шериф Дэн Эванс берется за опасную миссию: доставить опасного бандита в город Контукаки, где его ждет казнь. На пути к назначенному месту они сталкиваются с множеством препятствий и опасностей.",images/movies/Поезд_на_Юму_Вертикальная.webp,images/movies/Поезд_на_Юму_Горизонтальная.webp,2007-08-21,0.0,7.7,7.7,122,18,9,"17,13,6","379,378,376,377,97",60,1,1,,,https://www.youtube.com/embed/6LGHuPSoq_Y?si=U5Unzp-HUBRD2Bjh
133,Послезавтра,The Day After Tomorrow,"Земля уверенно движется навстречу глобальной экологической катастрофе: в одной части света все живое погибает от засухи, в другой - разбушевавшаяся водная стихия сносит города.
Близость катастрофы вынуждает ученого-климатолога, пытающегося найти способ остановить глобальное потепление, отправиться на поиски пропавшего сына в Нью-Йорк, в котором наступил новый ледниковый период…",images/movies/послезавтра_вертикаль_50.webp,images/movies/послезавтра_горизонт_1.webp,2004-01-01,0.0,7.7,6.5,124,12,6,"11,9,7,4","859,853,855,391,109,857,858,856,860,854",126,1,1,,,https://youtube.com/embed/IN79kI4VlNk
147,Ральф,Wreck-It Ralph,"Ральф – второстепенный персонаж восьмибитной компьютерной игры, и ему надоело находиться в тени главного героя, мастера на все руки Феликса, который всегда появляется, чтобы «исправить» ситуацию! После тридцати лет добросовестной работы в роли злодея, в течение которых все похвалы выпадали на долю Феликса, Ральф больше не хочет быть плохим.
Он решает отправиться в путешествие по аркадным играм разных жанров, чтобы доказать всем, что и он тоже может быть героем. На своем пути Ральф встречает героев разных игр - хладнокровную сержанта Калхун из игры Hero’s Duty, оберегающую планету от нашествия инопланетных захватчиков, и сладкую на вид, но острую на язычок Сластену фон Дю, чье существование в гоночном симуляторе Sugar Rush внезапно оказывается под угрозой. Наконец-то Ральфу выпадает шанс показать, что он умеет не только разрушать!",images/movies/ральф_вертикаль.webp,images/movies/ральф_горизонт.webp,2012-01-01,0.0,7.7,7.8,101,6,5,"1,3,4,5,7,8","964,968,293,963,966,961,965,962,967,969",38,1,1,,,https://youtube.com/embed/QWE4UDN1Lqg
23,Брат,Брат,"Демобилизовавшись, Данила Багров вернулся в родной городок. Но скучная жизнь российской провинции не устраивала его, и он решился податься в Петербург, где, по слухам, уже несколько лет процветает его старший брат. Данила нашел брата. Но все оказалось не так просто — брат работает наемным убийцей.",images/movies/Брат_вертикаль.webp,images/movies/Брат_горизонталь.webp,1997-01-01,0.0,7.8,8.3,100,18,43,"13,9,6","180,182,181,174,179,176,175,173,178,177",24,2,1,"2ac96d6d-0fa8-40c4-bbb6-23f1339d3f1d,124dc59c-3133-45a2-99c6-820543bee419",,https://youtube.com/embed/V0xbH91kvNE
84,Бэтмен,The Batman,"После двух лет поисков правосудия на улицах Готэма Бэтмен становится для горожан олицетворением беспощадного возмездия. Когда в городе происходит серия жестоких нападений на высокопоставленных чиновников, улики приводят Брюса Уэйна в самые тёмные закоулки преступного мира, где он встречает Женщину-Кошку, Пингвина, Кармайна Фальконе и Загадочника. Теперь под прицелом оказывается сам Бэтмен, которому предстоит отличить друга от врага и восстановить справедливость во имя Готэма.",images/movies/Бэтмен-вертикальная.webp,images/movies/Бэтмен-горизонтальная.webp,2022-03-01,0.0,7.8,7.1,85,16,21,"13,12,9,6","502,503,500,501,499",84,1,1,,,https://www.youtube.com/embed/fWQrd6cwJ0A
82,Джентльмены,The Gentlemen,"Один ушлый американец ещё со студенческих лет приторговывал наркотиками, а теперь придумал схему нелегального обогащения с использованием поместий обедневшей английской аристократии и очень неплохо на этом разбогател. Другой пронырливый журналист приходит к Рэю, правой руке американца, и предлагает тому купить киносценарий, в котором подробно описаны преступления его босса при участии других представителей лондонского криминального мира — партнёра-еврея, китайской диаспоры, чернокожих спортсменов и даже русского олигарха.",images/movies/Джентльмены-вертикальная.webp,images/movies/джентельмены-горизонтальное.webp,2019-12-03,0.0,7.8,8.6,113,18,21,"13,6,1","492,494,28,493,491",83,"6,1",1,"1b8fd4c0-f30f-4dcd-952b-000431d86e0a,124dc59c-3133-45a2-99c6-820543bee419",,https://youtube.com/embed/VbupprorfU4
24,Достучаться до небес,Knockin' on Heaven's Door,"Волею судеб две абсолютные противоположности, тихоня Руди и разгильдяй Мартин, оказываются в одной больничной палате. Узнав неутешительные прогнозы, друзья решают использовать последние дни на полную катушку — угнать машину с деньгами, напиться текилы, и, конечно, увидеть море.",images/movies/Достучаться_до_небес_вертикаль.webp,images/movies/достучаться_до_небес_горизонталь.webp,1997-01-01,0.0,7.8,8.6,87,18,255,"13,9,1","192,190,188,186,189,191,183,185,187,184",25,12,1,"2ac96d6d-0fa8-40c4-bbb6-23f1339d3f1d,124dc59c-3133-45a2-99c6-820543bee419",,https://youtube.com/embed/n0JXGT8qdH4
90,Ковбой Бибоп,Cowboy Bebop: The Movie,"Марс, 2071 год. В канун Хэллоуина, когда на Земле по улицам ходят ряженые, а дети украшают дом тыквенными головами со свечками внутри, Красную планету постигает страшная трагедия. В результате теракта с применением биохимического оружия массового поражения погибают сотни колонистов. Тот, кто совершил это злодеяние должен понести заслуженную кару, поэтому за поимку мерзавца назначается огромная премия.
А там, где есть возможность одновременно заработать и совершить благое дело, всегда появляются они - знаменитые на всю Солнечную систему охотники за головами и искатели приключений Джет Блэк и Спайк Спигел с прошедшего огонь и метеоритные дожди межпланетного корабля «Бибоп». Это как раз те парни, которые могут достать мерзавца и вернуть Марсу мир и покой.",images/movies/Ковбой_Бибоп_вертикальная.webp,images/movies/Ковбой_Бибоп_горизонтальная__.webp,2001-09-01,0.0,7.8,8.0,115,18,9,"1,3,4,6,7,13,15","526,517,518,525,527","91,88,89,90",7,1,,,https://youtube.com/embed/OhNwckCLzis
118,Лучшее предложение,La migliore offerta,Известного аукциониста нанимают для продажи наследства. Джеффри Раш в хитроумном искусствоведческом триллере,images/movies/лучшее_предложение_вертикаль.webp,images/movies/лучшее_предложение_горизонталь.webp,2012-01-01,0.0,7.8,8.0,131,18,3,"13,11,9","740,736,216,732,734,739,737,738,733,735",116,21,1,,,https://youtube.com/embed/WFwVuMDe0g8
56,Омерзительная восьмёрка,The Hateful Eight,"США после Гражданской войны. Легендарный охотник за головами Джон Рут по кличке Вешатель конвоирует заключенную. По пути к ним прибиваются еще несколько путешественников. Снежная буря вынуждает компанию искать укрытие в лавке на отшибе, где уже расположилось весьма пёстрое общество: генерал конфедератов, мексиканец, ковбой… И один из них — не тот, за кого себя выдает.",images/movies/Омезительная_восьмёрка_Вертикальное.webp,images/movies/Омезительная_восьмёрка_Гризонтальная.webp,2015-12-07,0.0,7.8,8.0,168,18,22,"9,11,12,13,17","389,388,384,383,387,90,386,385",59,1,1,124dc59c-3133-45a2-99c6-820543bee419,,https://www.youtube.com/embed/lmB9VWm0okU?si=N409Wn-EkI1BMIIN
5,2001 год: Космическая одиссея,2001: A Space Odyssey,"Экипаж космического корабля «Дискавери» — капитаны Дэйв Боумэн, Фрэнк Пул и их бортовой компьютер HAL 9000 — должны исследовать район галактики и понять, почему инопланетяне следят за Землей. На этом пути их ждет множество неожиданных открытий",images/movies/2001_космическая_одиссея_вертикальная.webp,images/movies/2001_космическая_одиссея_горизонтальная.webp,1968-04-02,0.0,7.9,8.3,149,12,46,"7,4","24,26,23,27,25",7,"6,1",1,b982c079-49b8-4c71-bb65-2a4edfd7fa45,,https://www.youtube.com/embed/oR_e9y-bka0
73,Богемская рапсодия,Bohemian Rhapsody,"Биография Фредди Меркьюри, вокалиста группы Queen.",images/movies/Богемская_рапсодия_вертикальная.webp,images/movies/Богемская_рапсобия_горизонтальная.webp,2018-10-24,0.0,7.9,8.1,134,12,3,"14,9","461,460,462,459,458",77,"6,1",1,,,https://www.youtube.com/embed/dNqrkhbBbWM?si=dIWxes6C8StFPEHg
92,Достать ножи,Knives Out,"На следующее утро после празднования 85-летия известного автора криминальных романов Харлана Тромби виновника торжества находят мёртвым. Налицо — явное самоубийство, но полиция по протоколу опрашивает всех присутствующих в особняке членов семьи, хотя, в этом деле больше заинтересован частный детектив Бенуа Блан. Тем же утром он получил конверт с наличными от неизвестного и заказ на расследование смерти Харлана. Не нужно быть опытным следователем, чтобы понять, что все приукрашивают свои отношения с почившим главой семейства, но Блану достаётся настоящий подарок — медсестра покойного, которая физически не выносит ложь.",images/movies/Достать_ножи_вертикальная.webp,images/movies/Достать_ножи_горизонтальная.webp,2019-11-28,0.0,7.9,8.1,130,18,11,"13,12,9,1","106,535,533,534,536",93,1,1,,,https://www.youtube.com/embed/-9UseTc1Zfk
152,Железный человек,Iron Man,"Миллиардер-изобретатель Тони Старк попадает в плен к Афганским террористам, которые пытаются заставить его создать оружие массового поражения. В тайне от своих захватчиков Старк конструирует высокотехнологичную киберброню, которая помогает ему сбежать. Однако по возвращении в США он узнаёт, что в совете директоров его фирмы плетётся заговор, чреватый страшными последствиями. Используя своё последнее изобретение, Старк пытается решить проблемы своей компании радикально...",images/movies/_15_11zon.webp,images/movies/_16_11zon.webp,2008-01-01,0.0,7.9,8.0,121,12,6,"7,6,4","1006,366,1010,881,623,547,1011,1007,1009,1008",145,"8,1",1,,,https://youtube.com/embed/i_IIxuHAClc
81,Основатель,The Founder,"История о Рэе Кроке, который основал сеть ресторанов McDonald's.",images/movies/Основатель_вертикальное.webp,images/movies/Основатель_горизонтальное.webp,2016-10-05,0.0,7.9,7.8,115,12,11,"16,14,9","490,487,486,489,488",82,1,1,,,https://www.youtube.com/embed/j3Cqaz1uE5I?si=oClDWGE0E9jZT2UR
79,Переступить черту,Walk the Line,"Юность певца Джонни Кэша была омрачена гибелью его брата и пренебрежительным отношением отца. Военную службу будущий певец проходил в Германии. После свадьбы и рождения дочери он выпустил свой первый хит и вскоре отправился в турне по США вместе с Джерри Ли Льюисом, Элвисом Пресли и Джун Картер, о которой он безнадёжно мечтал целых десять лет.",images/movies/Переступить_черту_вертикальная.webp,images/movies/Переступить_черту_горизонтальная.webp,2005-11-01,0.0,7.9,7.7,136,12,1,"14,9","378,252,481,482,436",60,"12,1",1,,,https://www.youtube.com/embed/RnFrrzg1OEQ?si=6A4GgdPwbyjiGun9
89,Призрак в доспехах,Ghost in the Shell,"2029 год. Благодаря значительным достижениям в кибернетике люди могут заменять свои конечности роботизированными частями. Майор Мотоко Кусанаги из 9-го отдела службы безопасности ведёт расследование, связанное с таинственным хакером, который называет себя Кукловод.",images/movies/Призрак_в_доспехах_вертикальная.webp,images/movies/Призрак_в_доспехах_горизонтальная.webp,1995-11-18,0.0,7.9,8.0,82,16,13,"3,4,6,12,13,15","521,520,517,523,524,522",87,7,1,,,https://youtube.com/embed/mdU8ZYxi__w
135,Реальная любовь,Love Actually,"Любовь поистине правит всеми вокруг — от премьер-министра, влюбившегося в сотрудницу своего аппарата, до писателя, сбежавшего на юг Франции, чтобы склеить свое разбитое сердце.",images/movies/реальная_любовь_вертикаль_4.webp,images/movies/_5_11zon.webp,2003-01-01,0.0,7.9,7.6,129,18,4,"9,2,1","305,220,218,871,873,869,874,872,493,870",128,"6,1,5",1,,,https://youtube.com/embed/1eVsoD6eYY8
76,Социальная сеть,The Social Network,"Фильм о создании Facebook, одной из самых популярных социальных сетей в мире.",images/movies/Социальная_сеть_вертикальная.webp,images/movies/Социальная_сеть_горизонтальная.webp,2010-10-01,0.0,7.9,7.8,123,16,10,"16,14,9","406,473,471,474,472",20,1,1,,,https://www.youtube.com/embed/54izAMhnj0c?si=gXtG-k5M96XZWZKw
