id,title,original_title,description,v_picture,h_picture,premiere_date,rating_avg,rate_imdb,rate_kinopoisk,duration_minutes,age_limit,view_count,genres,actors,directors,countries,categories,favorite_for,need_to_see,trailer_link
75,Темные времена,Darkest Hour,"Рассказ о том, как Уинстону Черчиллю удалось возглавить Великобританию в период Второй мировой войны.",images/movies/Темные_времена_вертикальная.webp,images/movies/Темные_времена_горизонтальная.webp,2017-11-20,0.0,7.9,7.8,125,12,6,"16,14,9","469,467,468,470,466",79,"6,1",1,b982c079-49b8-4c71-bb65-2a4edfd7fa45,b982c079-49b8-4c71-bb65-2a4edfd7fa45,https://www.youtube.com/embed/_XI_ZsnupFQ?si=7dCgZjXnwYBBSrpe
43,Титаник,Titanic,"В первом и последнем плавании шикарного «Титаника» встречаются двое. Пассажир нижней палубы Джек выиграл билет в карты, а богатая наследница Роза отправляется в Америку, чтобы выйти замуж по расчёту. Чувства молодых людей только успевают расцвести, и даже не классовые различия создадут испытания влюблённым, а айсберг, вставший на пути считавшегося непотопляемым лайнера.",images/movies/Титаник_вертикальная.webp,images/movies/Титаник_горизонтальная.webp,1998-02-20,0.0,7.9,8.4,194,12,72,"16,11,9,2","319,318,320,125,321",47,"16,1",1,"92fb7fa2-b4a1-4ccb-a15a-e459a7b4e13c,5b95b64a-f72b-428a-87fe-2a49ac0ba12e,5018f760-a526-42ff-bf8e-47d439a48790,2ac96d6d-0fa8-40c4-bbb6-23f1339d3f1d","c8850036-31f8-4063-8a21-5ee4764ccb8b,92fb7fa2-b4a1-4ccb-a15a-e459a7b4e13c,5b95b64a-f72b-428a-87fe-2a49ac0ba12e,124dc59c-3133-45a2-99c6-820543bee419",https://www.youtube.com/embed/I7c1etV7D7g
34,Шрэк,Shrek,"Огр-мизантроп спасает принцессу, чтобы вернуть свое болото. Революционная анимация о том, что красота — внутри",images/movies/Шрек_вертикальная.webp,images/movies/Шрек_гор.webp,2001-04-22,0.0,7.9,8.1,90,12,29,"1,2,3,5,7,8","245,241,244,240,243,246,239,234,242,238","35,34","8,1,13",1,2ac96d6d-0fa8-40c4-bbb6-23f1339d3f1d,,https://youtube.com/embed/7kOcU9lvvFo
35,Выживший,The Revenant,"Охотник Хью Гласс серьезно ранен на неизведанных просторах американского Дикого Запада. Товарищ Хью по отряду покорителей новых земель Джон Фицжеральд предательски оставляет его умирать в одиночестве. Теперь у Гласса осталось только одно оружие – его сила воли. Он готов бросить вызов первобытной природе, суровой зиме и враждебным племенам индейцев, только чтобы выжить и отомстить Фицжеральду.",images/movies/Выживший_вертикальная.webp,images/movies/Выживший_горизонтальная.webp,2015-01-01,0.0,8.0,7.8,156,18,67,"6,7,9,14,17","248,125,251,247,249,250",36,"14,1,15",1,2ac96d6d-0fa8-40c4-bbb6-23f1339d3f1d,124dc59c-3133-45a2-99c6-820543bee419,https://youtube.com/embed/U0OAI6iv7sY
99,Дэдпул,Deadpool,"Уэйд Уилсон — наёмник. Будучи побочным продуктом программы вооружённых сил под названием «Оружие X», Уилсон приобрёл невероятную силу, проворство и способность к исцелению. Но страшной ценой: его клеточная структура постоянно меняется, а здравомыслие сомнительно. Всё, чего хочет Уилсон, — держаться на плаву в социальной выгребной яме. Но течение в ней слишком быстрое.",images/movies/дэдрул_вертикаль.webp,images/movies/дэдпул_горизонталь.webp,2016-01-01,0.0,8.0,7.6,108,18,6,"6,1","565,568,564,11,567,561,560,566,563,562",97,1,1,,,https://youtube.com/embed/EmH6VNG8QEE
9,Дюна,Dune: Part One,"Наследник знаменитого дома Атрейдесов Пол отправляется вместе с семьей на одну из самых опасных планет во Вселенной — Арракис. Здесь нет ничего, кроме песка, палящего солнца, гигантских чудовищ и основной причины межгалактических конфликтов — невероятно ценного ресурса, который называется меланж. В результате захвата власти Пол вынужден бежать и скрываться, и это становится началом его эпического путешествия. Враждебный мир Арракиса приготовил для него множество тяжелых испытаний, но только тот, кто готов взглянуть в глаза своему страху, достоин стать избранным.",images/movies/Дюная_вертикальная.webp,images/movies/Дюна_горизонталь-2.webp,2021-09-16,0.0,8.0,7.7,155,12,120,"9,7,6,4","47,46,7,44,43",11,"9,8,1",1,,,https://www.youtube.com/embed/n9xhJrPXop4
36,Зверополис,Zootopia,"Добро пожаловать в Зверополис – современный город, населенный самыми разными животными, от огромных слонов до крошечных мышек. Зверополис разделен на районы, полностью повторяющие естественную среду обитания разных жителей – здесь есть и элитный район Площадь Сахары и неприветливый Тундратаун. В этом городе появляется новый офицер полиции, жизнерадостная зайчиха Джуди Хоппс, которая с первых дней работы понимает, как сложно быть маленькой и пушистой среди больших и сильных полицейских. Джуди хватается за первую же возможность проявить себя, несмотря на то, что ее партнером будет болтливый хитрый лис Ник Уайлд. Вдвоем им предстоит раскрыть сложное дело, от которого будет зависеть судьба всех обитателей Зверополиса.",images/movies/Зверополис_вертикальная.webp,images/movies/Зверополис_горизонтальная.webp,2016-02-10,0.0,8.0,8.3,108,6,29,"1,3,7,8,12,13","256,259,253,254,252,257,36,255,260,258","37,39,38",1,1,2ac96d6d-0fa8-40c4-bbb6-23f1339d3f1d,,https://youtube.com/embed/mokY5o-lgcM
72,Король говорит!,The King's Speech,"История о короле Георге VI, который преодолел заикание с помощью логопеда Лайонела Лога.",images/movies/Король_говорит_вертикальная.webp,images/movies/Король_говорит_горизонтальная-transformed.webp,2010-12-06,0.0,8.0,8.0,118,12,6,"16,14,9","456,216,454,457,455",76,"6,1",1,,,https://www.youtube.com/embed/T50xm5Py5Vc?si=Ic8NxXHA1IogDAWk
137,Люди в черном,Men in Black,"Земля кишит пришельцами, за которыми глаз да глаз. Уилл Смит и Томми Ли Джонс в ролях следящих за порядком",images/movies/люди_в_черном_вертикаль_31.webp,images/movies/люди_в_черном_горизонт_32.webp,1997-01-01,0.0,8.0,7.3,98,12,2,"7,6,4,1","395,888,884,887,885,889,882,91,883,886",131,1,1,,,https://youtube.com/embed/Sk8VYmIxZGw
80,12 лет рабства,12 Years a Slave,"История Соломона Нортапа, свободного чернокожего, который был продан в рабство в США.",images/movies/12_лет_рабства_ваертикальная.webp,images/movies/12_лет_рабства_горизонтальная.webp,2013-10-18,0.0,8.1,8.2,134,16,6,"16,14,9","135,485,34,484,483",81,1,1,,,https://www.youtube.com/embed/gp1e7eTQ9wk?si=MSpHoYUAOY1q9jV6
103,Безумный Макс: Дорога ярости,Mad Max: Fury Road,"Вскоре после отмщения за смерть жены и сына, Макс Рокатански покинул ряды «Основного силового патруля» и уехал в глушь, где скитается в одиночестве, пока мир медленно падает впоследствии нефтяного кризиса и глобальной войны. Не имея ничего, кроме своей машины «Перехватчик», Максу предстоит научиться, как выжить в пост-апокалиптической пустоши и сражаться с жестокими, безжалостными воинами, которые населяют её.",images/movies/безумный_макс_вертикаль.webp,images/movies/безумный_макс_горизонатль.webp,2015-01-01,0.0,8.1,7.8,120,16,4,"7,6,4","600,500,598,601,603,602,247,599,35,604",100,11,1,,,https://youtube.com/embed/an_MiUmpgs0
78,Волк с Уолл-стрит,The Wolf of Wall Street,"1987 год. Джордан Белфорт становится брокером в успешном инвестиционном банке. Вскоре банк закрывается после внезапного обвала индекса Доу-Джонса. По совету жены Терезы Джордан устраивается в небольшое заведение, занимающееся мелкими акциями. Его настойчивый стиль общения с клиентами и врождённая харизма быстро даёт свои плоды. Он знакомится с соседом по дому Донни, торговцем, который сразу находит общий язык с Джорданом и решает открыть с ним собственную фирму. В качестве сотрудников они нанимают нескольких друзей Белфорта, его отца Макса и называют компанию «Стрэттон Оукмонт». В свободное от работы время Джордан прожигает жизнь: лавирует от одной вечеринки к другой, вступает в сексуальные отношения с проститутками, употребляет множество наркотических препаратов, в том числе кокаин и кваалюд. Однажды наступает момент, когда быстрым обогащением Белфорта начинает интересоваться агент ФБР...",images/movies/Волк_с_Уолл-стрит_вертикальная.webp,images/movies/Волк_с_Уолл-стрит_горизонтальная.webp,2013-12-25,0.0,8.1,7.8,180,18,9,"14,9,1","480,125,479,450,28",19,1,1,,,https://www.youtube.com/embed/CHivqmutR0I?si=ktCZvAYFzeETwFFg
74,Вселенная Стивена Хокинга,The Theory of Everything,"История жизни Стивена Хокинга, физика-теоретика, автора теории о черных дырах.",images/movies/Вселенная_Стивена_Хокинга_вертикальная.webp,images/movies/Вселенная_Стивена_Хокинга_горизонтальная.webp,2014-11-07,0.0,8.1,7.7,123,12,7,"16,14,9","219,464,465,463,466",78,"6,1",1,,,https://www.youtube.com/embed/YLOQ5sgsL1U?si=ETV43PiLAIrlHt0p
122,Исчезнувшая,Gone Girl,"Всё было готово для празднования пятилетия супружеской жизни, когда вдруг необъяснимо пропала виновница торжества. Остались следы борьбы в доме, кровь, которую явно пытались стереть, и цепочка подсказок в игре «охота за сокровищами» - жена ежегодно устраивала её для своего обожаемого мужа. И похоже, что эти подсказки дают шанс пролить свет на судьбу исчезнувшей.",images/movies/исчезнувшая_вертикаль.webp,images/movies/исчезнувшая_горизонталь.webp,2014-01-01,0.0,8.1,8.0,149,16,4,"12,11,9","105,772,770,769,773,774,767,771,766,768",20,1,1,,,https://youtube.com/embed/il5pBokQymQ
146,По соображениям совести,Hacksaw Ridge,"Медик американской армии времён Второй мировой войны Десмонд Досс, который служил во время битвы за Окинаву, отказывается убивать людей и становится первым идейным уклонистом в американской истории, удостоенным Медали Почёта.",images/movies/по_соображениям_совести_вертикаль_45.webp,images/movies/по_соображениям_совести_горизонталь_46.webp,2016-01-01,0.0,8.1,8.2,139,18,4,"16,14,9","606,956,959,828,958,954,955,960,957,472",68,"11,6,23,1",1,,,https://youtube.com/embed/-KreEt8VnJE
85,"Поймай меня, если сможешь",Catch Me If You Can,"Фрэнк Эбегнейл успел поработать врачом, адвокатом и пилотом на пассажирской авиалинии – и все это до достижения полного совершеннолетия в 21 год. Мастер в обмане и жульничестве, он также обладал искусством подделки документов, что в конечном счете принесло ему миллионы долларов, которые он получил по фальшивым чекам.

Агент ФБР Карл Хэнрэтти отдал бы все, чтобы схватить Фрэнка и привлечь к ответственности за свои деяния, но Фрэнк всегда опережает его на шаг, заставляя продолжать погоню.",images/movies/Поймай-меня_-если-сможешь-вертикальная.webp,images/movies/Поймай-меня_-если-сможешь-горизонтальная.webp,2002-12-16,0.0,8.1,8.5,141,18,9,"14,13,1","504,125,450,505,163",85,"8,1",1,,,https://youtube.com/embed/nH3wJYOlXYw
28,Форма голоса,A Silent Voice,"Молодой человек Сёя Исида внезапно осознаёт, что в школе умудрился превратить жизнь одноклассницы Сёко в ад только потому, что та была глухая. И теперь, хоть и запоздало, парень понимает — чтобы сказать нечто важное тому, кто не может тебя услышать, вовсе не обязательно использовать голос.",images/movies/Форма_голоса_вертикальная.webp,images/movies/Форма_голоса_горизонтальная.webp,2016-01-01,0.0,8.1,8.2,130,12,27,"15,9,3,2","200,208,203,207,209",28,7,1,,8e5896ef-0f97-4d52-9e25-f4101d233d95,https://youtube.com/embed/GUtMtqCYj8s
86,Большой куш,Snatch,"Фрэнки Четыре Пальца должен был переправить краденый алмаз из Англии в США своему боссу Эви, но, сделав ставку на подпольный боксерский поединок, он попал в круговорот весьма нежелательных событий. Вокруг него и его груза разворачивается сложная интрига с участием множества колоритных персонажей лондонского дна — русского гангстера, троих незадачливых грабителей, хитрого боксера и угрюмого громилы грозного мафиози. Каждый норовит в одиночку сорвать большой куш.",images/movies/Большой-куш-вертикальная.webp,images/movies/Большой-куш-горизонтальная.webp,2001-05-10,0.0,8.2,8.6,104,18,9,"13,6,1","508,135,506,509,507",83,"6,1",1,,,https://youtube.com/embed/4W2B-gM4S2c
77,Игры разума,A Beautiful Mind,"История Джона Форбса Нэша-младшего, математика, который страдал от шизофрении.",images/movies/Игры_разума_вертикальная.webp,images/movies/Игры_разума_горизонтальная.webp,2001-12-21,0.0,8.2,8.5,135,12,5,"16,14,9","476,478,477,97,463",80,1,1,,,https://www.youtube.com/embed/k6HI8L3YFb8?si=9LybuC2pTyJRl520
18,Остров проклятых,Shutter Island,Пристав оказывается заложником клиники для умалишенных. Сложносочиненный детектив с Леонардо ДиКаприо,images/movies/Остров_проклятых_вертикаль.webp,images/movies/остров_проклятых_горизонталь.webp,2009-01-01,0.0,8.2,8.5,138,18,62,"12,11,9","127,132,125,128,126,129,131,133,130",19,1,1,2ac96d6d-0fa8-40c4-bbb6-23f1339d3f1d,,https://youtube.com/embed/_l7R9Rz5URw
25,Ходячий замок,Howl's Moving Castle,"Злая ведьма заточила 18-летнюю Софи в тело старухи. Девушка-бабушка бежит из города куда глаза глядят и встречает удивительный дом на ножках, где знакомится с могущественным волшебником Хаулом и демоном Кальцифером. Кальцифер должен служить Хаулу по договору, условия которого он не может разглашать. Девушка и демон решают помочь друг другу избавиться от злых чар.",images/movies/Ходячий_замок_вертикальная.webp,images/movies/Ходячий_замок_горизонтальная.webp,2004-01-01,0.0,8.2,8.3,119,6,45,"2,3,5,7,15","195,197,194,196,193",26,7,1,"2ac96d6d-0fa8-40c4-bbb6-23f1339d3f1d,0bf75bc5-8431-4e02-88eb-3ef151c4d18d",0bf75bc5-8431-4e02-88eb-3ef151c4d18d,https://youtube.com/embed/otCW9XEZwlY
93,Шестое чувство,The Sixth Sense,"Детский психиатр Малкольм Кроу сталкивается со странным случаем: девятилетнего Коула посещают страшные видения - призраки умерших. Все эти люди когда-то были убиты, и теперь они обрушивают на малыша свой гнетущий страх и отчаянный гнев.

Как врач Малкольм бессилен помочь. Но как человек он пытается найти ключ к ужасному миру Коула, в котором веет дыханием смерти, и распускаются страшные цветы боли.",images/movies/Шестое_чувство_вертикальная.webp,images/movies/Шестое_чувство_горизонтальная_.webp,1999-08-02,0.0,8.2,8.2,107,12,7,"4,5,9,11,12","496,539,538,540,537",94,1,1,,,https://youtube.com/embed/NXJ-dp_dM_k
44,Вечное сияние чистого разума,Eternal Sunshine of the Spotless Mind,"Застенчивый и меланхоличный Джоэл живёт ничем не примечательной серой и унылой жизнью. Но однажды вместо привычного рабочего маршрута молодой человек вдруг садится на электричку в другом направлении и устремляется к морю. На песчаном берегу Джоэл замечает девушку с ярко-синими волосами. На обратном пути они знакомятся в вагоне электрички и парень понимает, что у них с Клементиной очень много общего, как будто он уже знает эту девушку. Совсем скоро Джоэл поймёт, что действительно был знаком с ней, более того - они были парой.",images/movies/Вечное_сияние_чистого_разума_вертикальная.webp,images/movies/Вечное_сияние_чистого_разума_горизонтальная.webp,2004-04-20,0.0,8.3,8.0,108,16,18,"9,4,2","322,318,323,126,325",48,1,1,124dc59c-3133-45a2-99c6-820543bee419,,https://www.youtube.com/embed/07-QBnEkgXU
63,Храброе сердце,Braveheart,"Действие фильма начинается в 1280 году в Шотландии. Это история легендарного национального героя Уильяма Уоллеса, посвятившего себя борьбе с англичанами при короле Эдварде Длинноногом.
Он рано лишился отца, погибшего от рук англичан, и его забрал к себе дядя Оргайл, который дал ему хорошее образование в Европе. На родину Уильям возвращается уже взрослым человеком, мечтающим завести семью и жить мирной жизнью.
Но судьба распорядилась иначе. Его невесту убили англичане, и он начал свой крестовый поход за свободу.",images/movies/Храброе_сердце_вертикальная.webp,images/movies/Храброе_сердце_горизонтальная.webp,1995-01-01,0.0,8.3,8.3,178,16,6,"16,14,9","419,415,417,416,418",68,1,1,,,https://www.youtube.com/embed/277chVHPQSA?si=GUpRLGHOtbVaDAYk
53,Джанго освобожденный,Django Unchained,"Фильм рассказывает историю бывшего чернокожего раба по имени Джанго, который становится охотником за головами и отправляется на поиски своей жены, находящейся под властью жестокого плантатора.",images/movies/Джанго_Освобожденный_Вертикальная.webp,images/movies/Джанго_Освобожденный_Горизонтальная.webp,2012-12-25,0.0,8.4,8.2,165,18,18,"17,9,6,1","371,375,372,125,90",59,1,1,,,https://www.youtube.com/embed/kznAtIhoWwE?si=RSxSQk3VSCqZSZQ5
37,Тайна Коко,Coco,"12-летний Мигель живёт в мексиканской деревушке в семье сапожников и тайно мечтает стать музыкантом. Тайно, потому что в его семье музыка считается проклятием. Когда-то его прапрадед оставил жену, прапрабабку Мигеля, ради мечты, которая теперь не даёт спокойно жить и его праправнуку. С тех пор музыкальная тема в семье стала табу. Мигель обнаруживает, что между ним и его любимым певцом Эрнесто де ла Крусом, ныне покойным, существует некая связь. Паренёк отправляется к своему кумиру в Страну Мёртвых, где встречает души предков. Мигель знакомится там с духом-скелетом по имени Гектор, который становится его проводником. Вдвоём они отправляются на поиски де ла Круса.",images/movies/Таина_Коко_вертикальная.webp,images/movies/Таина_Коко_горизонтальная.webp,2017-10-20,0.0,8.4,8.7,105,12,25,"1,3,5,7,8","264,267,263,269,262,270,265,266,268,261","40,41","1,7",1,,,https://youtube.com/embed/HMnUSq3dC1g
26,Твоё имя,Your Name,"Токийский парень Таки и провинциальная девушка Мицуха обнаруживают, что между ними существует странная связь. Во сне они меняются телами и проживают жизни друг друга. Но однажды эта способность исчезает так же внезапно, как появилась. Таки решает во что бы то ни стало отыскать Мицуху.",images/movies/Твоё_имя_вертикальная.webp,images/movies/Твоё_имя_горизонтальная.webp,2016-01-01,0.0,8.4,8.4,110,12,31,"2,3,5,9,15","200,198,201,197,199",27,7,1,,,https://youtube.com/embed/tT7b5wR0IOM
21,1+1,Intouchables,"Пострадав в результате несчастного случая, богатый аристократ Филипп нанимает в помощники человека, который менее всего подходит для этой работы, – молодого жителя предместья Дрисса, только что освободившегося из тюрьмы. Несмотря на то, что Филипп прикован к инвалидному креслу, Дриссу удается привнести в размеренную жизнь аристократа дух приключений.",images/movies/11_вертикальная.webp,images/movies/11_горизонтальная.webp,2011-01-01,0.0,8.5,8.8,112,18,24,"14,9,1","160,156,158,159,157,155,162,161,154","22,23",5,1,b982c079-49b8-4c71-bb65-2a4edfd7fa45,,https://youtube.com/embed/tTwFeGArcrs
68,Гладиатор,Gladiator,"В великой Римской империи не было военачальника, равного генералу Максимусу. Непобедимые легионы, которыми командовал этот благородный воин, боготворили его и могли последовать за ним даже в ад.
Но случилось так, что отважный Максимус, готовый сразиться с любым противником в честном бою, оказался бессилен против вероломных придворных интриг. Генерала предали и приговорили к смерти. Чудом избежав гибели, Максимус становится гладиатором.
Быстро снискав себе славу в кровавых поединках, он оказывается в знаменитом римском Колизее, на арене которого он встретится в смертельной схватке со своим заклятым врагом...",images/movies/Гладиатор_вертикальная.webp,images/movies/Гладиатор_горизонтальная.webp,2000-01-01,0.0,8.5,8.6,155,16,16,"16,9,7,6","437,438,97,439,436",9,"6,1",1,,,https://www.youtube.com/embed/F2Dr7Qb2Zf8?si=vF6qDHEkLxTII3yt
100,Леон,Léon,Осиротевшая девочка становится напарницей наемного убийцы. Культовый триллер с Жаном Рено и Натали Портман,images/movies/леон_вертикаль.webp,images/movies/леон_горизонталь.webp,1994-01-01,0.0,8.5,8.7,133,16,6,"13,11,9,6","571,575,572,569,576,578,570,573,577,574",98,"1,5",1,,,https://youtube.com/embed/hvya_q8KM80
121,Престиж,The Prestige,"Роберт и Альфред - фокусники-иллюзионисты, которые на рубеже XIX и XX веков соперничали друг с другом в Лондоне. С годами их дружеская конкуренция на профессиональной почве перерастает в настоящую войну.
Они готовы на все, чтобы выведать друг у друга секреты фантастических трюков и сорвать их исполнение. Непримиримая вражда, вспыхнувшая между ними, начинает угрожать жизни окружающих их людей…",images/movies/престиж_вертикаль.webp,images/movies/престиж_горизонталь.webp,2006-01-01,0.0,8.5,8.5,125,16,8,"12,11,9,4","763,765,376,32,759,760,762,761,758,764",8,"6,1",1,,,https://youtube.com/embed/0B6O17m9sWE
22,Зеленая миля,The Green Mile,"Пол Эджкомб — начальник блока смертников в тюрьме «Холодная гора», каждый из узников которого однажды проходит «зеленую милю» по пути к месту казни. Пол повидал много заключённых и надзирателей за время работы. Однако гигант Джон Коффи, обвинённый в страшном преступлении, стал одним из самых необычных обитателей блока.",images/movies/зеленая_миля_вертикальная.webp,images/movies/зеленая_миля_горизонтальная.webp,1999-01-01,0.0,8.6,9.1,189,16,342,"13,9,5","172,165,169,170,167,164,168,166,171,163",21,1,1,"58ed4fc8-ac3e-48b0-a3d1-f2a08b5156ae,5018f760-a526-42ff-bf8e-47d439a48790,2ac96d6d-0fa8-40c4-bbb6-23f1339d3f1d",c8850036-31f8-4063-8a21-5ee4764ccb8b,https://youtube.com/embed/TODt_q-_4C4
27,Унесённые призраками,Spirited Away,"Тихиро с мамой и папой переезжает в новый дом. Заблудившись по дороге, они оказываются в странном пустынном городе, где их ждет великолепный пир. Родители с жадностью набрасываются на еду и к ужасу девочки превращаются в свиней, став пленниками злой колдуньи Юбабы. Теперь, оказавшись одна среди волшебных существ и загадочных видений, Тихиро должна придумать, как избавить своих родителей от чар коварной старухи.",images/movies/Унесённые_призраками_вертикальная.webp,images/movies/Унесённые_призраками_горизонтальная.webp,2001-01-01,0.0,8.6,8.5,125,12,25,"3,5,7,8,15","204,203,202,205,206",26,7,1,,,https://youtube.com/embed/bgxiTkAlQrw
6,Интерстеллар,Interstellar,"Когда засуха, пыльные бури и вымирание растений приводят человечество к продовольственному кризису, коллектив исследователей и учёных отправляется сквозь червоточину (которая предположительно соединяет области пространства-времени через большое расстояние) в путешествие, чтобы превзойти прежние ограничения для космических путешествий человека и найти планету с подходящими для человечества условиями.",images/movies/Интерстеллар_вертикальная.webp,images/movies/Интерселлар_гор.webp,2014-11-06,0.0,8.7,8.6,169,16,29,"9,7,4","30,32,31,28,29",8,"6,8,1",1,58ed4fc8-ac3e-48b0-a3d1-f2a08b5156ae,,https://www.youtube.com/embed/zSWdZVtXT7E
140,Операция «Ы» и другие приключения Шурика,,"Студент Шурик попадает в самые невероятные ситуации: сражается с хулиганом Верзилой, весьма оригинальным способом готовится к экзамену и предотвращает «ограбление века», на которое идёт троица бандитов — Балбес, Трус и Бывалый.",images/movies/операция_ы_вертикаль_41.webp,images/movies/операция_ы_горизонт_42.webp,1965-01-01,0.0,8.7,8.5,95,6,4,"13,2,1","899,909,913,914,912,911,906,904,915,910",133,26,1,,,https://youtube.com/embed/hrvzSFKqifk
19,Бойцовский клуб,Fight Club,Страховой работник разрушает рутину своей благополучной жизни. Культовая драма по книге Чака Паланика,images/movies/бойцовский_клуб_вертикаль.webp,images/movies/Боицовскии_клуб_гориз_1.webp,1999-01-01,0.0,8.8,8.7,139,18,51,"13,11,9","135,140,143,138,137,142,139,136,134,141",20,"12,1",1,124dc59c-3133-45a2-99c6-820543bee419,,https://youtube.com/embed/C7-7qQ61QHU
139,Иван Васильевич меняет профессию,,"Инженер-изобретатель Тимофеев сконструировал машину времени, которая соединила его квартиру с далеким шестнадцатым веком - точнее, с палатами государя Ивана Грозного. Туда-то и попадают тезка царя пенсионер-общественник Иван Васильевич Бунша и квартирный вор Жорж Милославский.
На их место в двадцатом веке «переселяется» великий государь. Поломка машины приводит ко множеству неожиданных и забавных событий...",images/movies/Иван_Васильевич_вертикаль.webp,images/movies/Иван_Васильевич_горизонт.webp,1973-01-01,0.0,8.8,8.2,88,6,3,"7,4,1","899,905,901,906,902,908,904,903,907,900",133,26,1,,,https://youtube.com/embed/0IALFVo90K4
83,Криминальное чтиво,Pulp Fiction,"Двое бандитов Винсент Вега и Джулс Винфилд ведут философские беседы в перерывах между разборками и решением проблем с должниками криминального босса Марселласа Уоллеса.
В первой истории Винсент проводит незабываемый вечер с женой Марселласа Мией. Во второй рассказывается о боксёре Бутче Кулидже, купленном Уоллесом, чтобы сдать бой. В третьей истории Винсент и Джулс по нелепой случайности попадают в неприятности.",images/movies/Криминальное-чтиво-вертикальная.webp,images/movies/Криминальное-чтиво-горизонтальная.webp,1994-05-21,0.0,8.9,8.6,154,18,9,"13,9","496,498,495,90,497",59,1,1,,,https://youtube.com/embed/vBADUmfa9Q4
2,Человек-паук: Паутина вселенных,Spider-Man: Across the Spider-Verse,"Майлз Моралес отправляется в приключение по мультивселенной вместе с Гвен Стейси и новой командой Людей-пауков, которым предстоит столкнуться с могущественным злодеем.",images/movies/Человек-паук_вертикальная.webp,images/movies/Человек-паук_горизонтальная.webp,2023-05-31,0.0,8.9,8.7,140,0,525,"3,4,5,6,7,8","4,6,8,10,9,11,5,7,3,2","4,2,3",1,1,"a299ad6b-fa37-413b-8cb8-fad5051689de,5b95b64a-f72b-428a-87fe-2a49ac0ba12e,58ed4fc8-ac3e-48b0-a3d1-f2a08b5156ae,5018f760-a526-42ff-bf8e-47d439a48790,2ac96d6d-0fa8-40c4-bbb6-23f1339d3f1d,1b8fd4c0-f30f-4dcd-952b-000431d86e0a,124dc59c-3133-45a2-99c6-820543bee419,0bf75bc5-8431-4e02-88eb-3ef151c4d18d","de14e808-7cfd-4b90-82f6-624664ed2e4b,b4399a0d-47b5-4fdf-8210-6bda5a678136,92fb7fa2-b4a1-4ccb-a15a-e459a7b4e13c,5b95b64a-f72b-428a-87fe-2a49ac0ba12e,124dc59c-3133-45a2-99c6-820543bee419",https://youtube.com/embed/ycyJhoFs0M8
20,Побег из Шоушенка,Shawshank Redemption,"Бухгалтер Энди Дюфрейн обвинён в убийстве собственной жены и её любовника. Оказавшись в тюрьме под названием Шоушенк, он сталкивается с жестокостью и беззаконием, царящими по обе стороны решётки. Каждый, кто попадает в эти стены, становится их рабом до конца жизни. Но Энди, обладающий живым умом и доброй душой, находит подход как к заключённым, так и к охранникам, добиваясь их особого к себе расположения.",images/movies/побег_из_шоушенка_вертикальная.webp,images/movies/побег_из_шоушенка_горизонтальная.webp,1994-01-01,0.0,9.3,9.1,142,16,305,9,"146,149,151,152,148,153,150,145,144,147",21,1,1,b982c079-49b8-4c71-bb65-2a4edfd7fa45,,https://youtube.com/embed/kgAeKpAPOYk
